"['\n', 'cs 면접 스터디 1명 충원합니다.', '개별 프로젝트 또는 포트폴리오를 바탕으로 실전 면접 연습과 기술 면접 대비 공부 및 연습하고 있습니다.', None, '강남에서 매주 화요일 10시에 진행하고 있습니다.', None, '나이 이름 성별 취업 준비상황 간단하게 적어서 카톡 보내주세요.\xa0', None, None, '\n']"
"['\n', None, '강남근처에서 일하시는분 계시면 가볍게 들어오셔서 개발 이야기하고 가끔 커피챗도 하면 좋을 거 같아요!', None, '\n']"
"['\n', '7년전에 사서 쓰고 있는 개발용 노트북이 서서히 지쳐가고 있네요...', '그 때 당시 lg에서 최고 사양인 제품인데요 오래도 썼네요 ㅎㅎ', '이번에도 lg 제품으로 사려고 하는데... 그램 개발용으로 사용해도 괜찮나요?', '쓰시는 분 계시면 어떤지 의견(?) 달아주시면 감사하겠습니다^^', '\n']"
"['\n', '저번주부터 이력서 돌리고', '면접을 몇곳 봤는데요', None, '1. 프론트엔드', '스타트업, 신입', '연봉 2600~2800', None, None, '2.외국계 기술지원', 'call, vedio 관련 API제공기업', '영어사용', '연봉 3200~ 3800', '기술지원업무', None, '개발자 경력을 쌓기위해서는', '스타트업이 맞는거 같은데..', '영어도 사용할 수 있고 IT관련 경력쌓기에는', '외국계 기술지원도 괜찮은거 같구요..', None, '어떤선택이 좋을지 모르겠어요 ㅠㅠ', None, '\n']"
"['\n', '책 한권 문법을 공부하고', '스프링 공부로 바로 넘어가도 지장이 없을까요?', None, '아무래도 프레임워크로 넘어가려면 기반 언어가 튼튼해야 하니', '자바를 어디까지 공부해야 하나 시간은 무한하지 않은데', '이런 생각이 계속 드네요', None, '물론 책 한권 문법을 공부했다는 것 자체가', '사람마다 받아들이는 질, 양에 따라 달라질 테지만', '선배님들은 어떠한 관점에서 바라보시는지 알려주시면', '마음 깊숙이 새기겠습니다', None, '\n']"
"['\n', None, None, None, None, '비전공자로 현재 자바를 독학으로 하고 있습니다.', '11월부터 학원을 다닐까 하는데 진로에 대한 고민이 많습니다.', '가장 관심이 있는 분야가 빅데이터 , MSA\xa0 쪽으로', '구글, 유튜브 여러가지 통해서 최대한 많은 부분을 참고하고 있는데', '그래도 결정을 하기가 조금 망설여집니다.', '혹 실무자분들이시라면 어느 분야로 가는 것이 좋다고 생각하실까요..?', None, None, None, None, None, None, '\n']"
